id,label
11897,0
11898,0
11899,1
1190,0
11900,1
11902,1
11904,1
11905,0
11908,1
11909,1
11911,0
11914,1
11916,1
11917,1
11918,0
1192,0
11920,0
11922,1
11923,1
11926,1
11927,1
11928,1
1193,1
11930,1
11932,0
11935,0
11937,1
11939,0
1194,0
11943,0
11945,1
11950,0
11956,0
11961,0
11963,1
11968,0
11969,1
1197,1
11973,1
11976,1
11977,1
11982,0
11983,0
11986,1
11987,1
11988,1
1199,1
11990,0
11991,1
11992,1
11993,0
11995,1
11996,0
11997,1
11998,1
12,0
1200,1
12000,0
12001,1
12003,0
12004,0
12005,1
12006,0
12010,0
12011,0
12012,1
12013,1
12014,1
12017,1
1202,0
12020,0
12021,1
12022,0
12026,0
12027,0
12029,1
12031,0
12034,1
12035,0
1204,1
12042,0
12046,0
12048,0
12049,1
12050,1
12051,1
12052,1
12055,0
12056,0
12057,0
12058,0
1206,1
12060,0
12062,0
12064,1
12066,1
12067,0
12068,0
12069,1
1207,1
12072,0
12075,0
12076,1
12077,1
1208,0
12082,0
12083,0
12085,1
12086,0
12090,1
12091,1
12095,0
12097,1
12098,0
12102,1
12103,0
12105,1
12106,1
12107,1
12108,0
1211,1
12116,1
12117,1
12118,1
12119,0
12120,1
12121,0
12124,0
12125,1
12126,0
12127,1
1213,1
12131,1
12133,1
12134,0
12135,1
12136,1
12137,1
12139,1
1214,0
12141,1
12142,0
12144,1
12147,0
12150,1
12152,0
12153,0
12154,1
12155,1
12157,1
12158,0
12160,1
12163,0
12164,0
12167,1
12168,1
12172,1
12174,1
12175,1
12176,0
12178,0
12179,0
1218,0
12180,1
12185,0
12188,0
12189,0
12191,1
12194,1
12195,0
12196,1
12197,0
12198,0
12199,0
122,1
12200,1
12203,0
12205,0
12206,1
12207,1
12208,1
12209,1
12211,0
12214,0
12217,1
1222,1
12222,0
12224,1
12226,0
12227,1
12229,0
1223,0
12233,1
12235,1
12236,0
12238,1
12240,0
12242,0
12243,1
12244,1
12246,0
1225,1
12250,0
12251,0
12252,0
12254,1
12255,1
12256,0
12257,0
12259,0
12261,0
12262,0
12267,0
12268,1
1227,0
12270,1
12272,0
12273,1
12275,0
12276,0
12277,1
12278,1
1228,0
12282,1
12285,0
12286,0
12289,1
12290,0
12292,1
12295,0
12296,1
12298,1
12299,1
123,0
12302,0
12303,1
12304,0
12307,0
12309,1
12313,1
12314,0
12317,1
12318,1
12319,1
12320,0
12321,1
12323,1
12324,0
12325,1
12329,0
12330,0
12332,1
12333,1
12334,0
12335,1
12336,1
12339,0
1234,0
12341,1
12342,1
12343,1
12345,0
12346,1
12347,1
12348,0
1235,1
12350,1
12352,0
12354,0
12355,0
12356,1
12357,1
12360,1
12362,1
12365,1
12367,1
12369,1
12371,1
12375,1
12378,0
1238,1
12380,0
12381,1
12384,0
12386,1
12387,1
12390,1
12391,1
12392,0
12393,0
12395,1
12397,1
12399,0
124,0
1240,1
12401,0
12404,1
12406,0
12407,0
12408,0
12409,1
12412,1
12414,1
12417,0
12418,0
12420,1
12421,1
12422,0
12425,0
12426,1
12427,0
12428,0
12429,1
12430,0
12433,1
12434,1
12436,1
12438,0
1244,1
12440,0
12441,1
12446,1
12447,1
12448,0
12449,0
12451,0
12453,0
12455,0
12457,0
12458,1
12459,0
1246,1
12461,1
12465,1
12468,1
12469,1
12470,1
12471,0
12472,1
12473,0
12476,0
12477,0
12479,0
12480,0
12485,0
12487,0
12488,1
1249,1
12492,0
12493,1
1251,1
1253,0
1254,1
1257,0
1259,0
1260,0
1261,1
1264,1
1266,1
1269,0
1271,0
1272,0
1278,0
128,1
1280,0
1282,1
1283,1
1287,0
1289,0
1294,1
1295,0
1297,1
1298,1
13,1
1303,0
1307,1
1308,0
1309,0
131,1
1310,0
1311,0
1312,0
1314,0
1316,0
1317,0
132,1
1320,1
1322,1
1324,1
1326,0
1327,1
1328,1
1329,1
133,0
1331,1
1336,1
1338,1
1339,0
1340,0
1343,1
1345,0
1348,0
1349,0
1351,0
1352,1
1355,0
1357,1
1358,0
136,1
1360,0
1363,0
1365,1
1366,0
1367,1
1368,0
1369,1
137,0
1371,0
1375,0
1376,1
1379,0
138,0
1380,0
1382,1
1383,1
1385,0
1387,1
1389,1
139,1
1391,0
1392,0
1393,1
1394,0
1396,1
1398,1
1400,1
1401,1
1404,0
1405,0
1406,0
1408,1
141,1
1411,1
1414,0
1416,0
1417,1
1418,0
1419,1
142,0
1427,0
1428,0
1429,0
143,1
1430,0
1437,0
1438,0
1440,0
1442,1
1444,0
1445,1
1446,0
145,0
1450,1
1452,1
1453,0
1454,0
1457,0
1459,0
1463,1
1466,0
1467,0
1469,1
1472,0
1473,0
1474,0
1475,0
1478,0
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1487,1
1489,1
1490,1
1491,1
1493,0
1494,1
1495,1
1496,1
1497,1
1498,0
150,1
1500,0
1503,0
1505,0
1507,0
1508,0
1509,1
151,1
1511,0
1513,1
1514,0
1515,0
1516,1
1517,0
1520,1
1521,0
1522,1
1523,0
1524,1
1526,0
1527,1
1528,1
153,0
1531,0
1533,0
1534,0
1537,1
1538,1
1539,0
1540,1
1543,0
1548,0
1549,0
1550,0
1553,1
1554,0
1556,0
1557,0
1558,1
156,0
1563,0
1564,1
1568,1
1569,0
157,1
1570,0
1573,0
1574,1
1575,1
1579,1
158,1
1580,0
1581,1
1582,1
1586,1
1589,0
159,0
1590,1
1591,1
1592,0
1593,1
1594,1
1595,1
1598,1
1599,1
16,0
160,1
1602,0
1603,0
1605,0
1608,1
1609,1
1611,1
1613,0
1614,1
1616,0
1619,1
162,1
1621,0
1622,0
1624,0
1627,0
1628,0
163,0
1635,1
1637,0
164,0
1640,0
1641,0
1644,0
1645,1
1647,1
1648,1
1649,0
1651,1
1652,1
1653,0
1654,0
1657,0
166,0
1664,1
1665,0
1666,0
1667,0
1668,0
167,0
1671,1
1673,1
1674,0
1677,1
1678,1
1679,0
168,0
1680,1
1681,0
1682,1
1683,0
1687,0
1688,0
1689,1
169,0
1692,1
1693,0
1694,1
1696,1
1697,0
1699,0
170,1
1702,0
1704,0
1706,1
1707,1
1708,0
1710,1
1711,0
1712,0
1714,1
1716,1
1717,0
1719,1
1720,0
1721,0
1722,0
1724,0
1725,1
1726,0
1727,0
1730,0
1735,0
1736,0
1737,0
1738,0
1739,1
1741,1
1742,0
1743,1
1746,0
1747,0
1748,1
175,1
1751,1
1755,1
1760,0
1761,0
1762,1
1765,1
1766,1
1770,0
1771,0
1774,1
1778,0
1779,0
1781,0
1782,1
1784,1
1785,0
1786,0
1788,1
1789,1
1793,1
1795,0
1796,1
1798,1
18,1
1800,1
1808,1
1810,0
1812,0
1813,0
1814,1
1817,1
1818,1
1819,0
182,0
1820,1
1822,0
1824,0
1826,0
1829,1
183,0
1830,0
1831,1
1838,1
1839,1
184,1
1840,1
1842,0
1843,0
1844,1
1845,1
1846,0
1849,1
1852,1
1853,1
1856,0
1857,1
1859,1
1860,0
1861,1
1863,1
1867,1
1868,0
187,0
1872,0
1873,0
1876,1
1877,0
1879,0
188,0
1881,0
1884,0
1886,1
1887,1
1888,0
1889,0
189,1
1890,0
1895,1
1897,1
1898,1
1899,1
19,0
1901,1
1908,1
1909,1
1910,1
1911,1
1913,0
1914,0
1915,1
1917,0
1920,0
1921,0
1922,0
1923,0
1926,1
1928,0
1929,1
1930,1
1931,0
1932,0
1933,0
1935,1
1937,1
1940,1
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1950,1
1952,0
1959,0
196,1
1963,1
1972,0
1973,1
1974,1
1976,1
1978,1
1980,0
1982,0
1986,0
1988,1
199,0
1991,1
1992,1
1993,1
1995,1
1996,0
1998,0
2,0
200,0
2001,0
2002,1
2005,0
2006,1
2008,1
2010,0
2013,0
2015,1
2017,0
2018,0
2019,1
202,0
2020,0
2021,0
2024,0
2025,1
203,0
2031,0
2032,1
2033,0
2036,0
204,0
2043,1
2044,1
2049,0
2050,1
2052,0
2054,0
2055,1
2056,1
2059,1
206,1
2062,0
2063,0
2064,0
2065,1
2066,0
2067,1
2068,1
207,1
2070,1
2073,0
2077,0
2078,1
2079,0
208,0
2081,1
2082,1
2086,1
2088,1
2089,1
2092,1
2093,1
2094,0
2095,0
2101,1
2103,1
2104,0
2106,1
2107,0
2108,0
2110,0
2111,0
2115,1
2116,1
2124,1
2126,1
2131,0
2132,1
2134,1
2135,1
2136,1
2138,0
2139,0
214,1
2140,1
2141,1
2142,0
2145,1
2147,0
2148,1
2152,0
2153,0
2154,0
2157,0
2159,0
2160,1
2164,1
2167,0
2168,1
2169,0
217,0
2170,1
2171,1
2172,0
2174,1
2175,1
2176,1
2177,1
2178,1
2183,0
219,0
2190,1
2192,1
2193,1
2195,1
22,0
2200,1
2201,0
2202,0
2205,0
2207,1
2208,0
2209,1
221,1
2210,1
2211,1
2212,1
2213,0
2217,1
2218,0
2219,1
222,1
2220,0
2223,0
2224,0
2225,1
2230,1
2231,1
2232,1
2233,1
2235,0
2236,0
2239,0
2241,1
2246,0
2247,0
225,0
2250,1
2251,1
2252,0
2253,1
2254,0
2256,0
226,0
2260,0
2261,1
2263,1
2264,1
2267,1
227,1
2273,0
2275,0
2276,1
2277,1
2278,1
2279,1
2283,1
2284,0
2287,0
2290,0
2293,1
2294,1
2295,1
2296,1
2298,0
2299,0
230,1
2302,0
2303,1
2309,0
231,0
2310,1
2311,0
2315,1
2320,0
2321,0
2322,0
2323,0
2324,1
2326,0
2327,1
2328,1
2330,1
2331,1
2332,1
2337,0
2340,1
2341,1
2342,0
2344,0
2345,1
2346,1
2347,1
2348,0
2349,1
2350,1
2351,1
2352,1
2354,1
2355,0
2357,0
2358,1
2359,1
236,1
2362,0
2363,0
2365,1
2367,0
2369,0
237,0
2370,0
2375,1
2376,0
2377,1
2378,1
2384,1
2387,1
2388,0
2390,1
2392,0
2395,1
2399,0
2400,1
2402,0
2404,1
2406,0
2407,0
241,1
2410,0
2411,1
2412,1
2415,0
2416,1
2418,0
2419,1
2420,0
2421,0
2423,0
2425,1
2428,0
2429,0
243,1
2430,0
2432,0
2433,1
2435,1
2436,0
2437,1
2438,1
2439,0
244,1
2440,1
2441,0
2442,1
2446,1
245,0
2450,1
2451,1
2453,1
246,0
2463,1
2464,0
2468,0
2469,1
2471,1
2472,1
2473,1
2475,0
2478,1
248,0
2480,1
2481,0
2482,0
2484,1
2486,0
2487,1
2488,1
2489,1
2490,0
2491,0
2492,0
2493,0
2494,0
2496,0
2497,0
25,0
2500,1
2501,0
2504,1
2505,0
2508,1
251,0
2511,0
2514,1
2515,1
2517,1
2519,0
252,1
2520,0
2521,1
2523,1
2524,1
2527,0
2528,0
2532,0
2533,0
2535,0
2536,1
2537,0
2539,1
254,0
2540,0
2545,0
2546,1
2547,1
255,0
2552,0
2556,1
2557,1
256,1
2560,0
2561,0
2563,1
2564,0
2565,0
2568,1
2569,0
257,1
2572,0
2573,1
2576,1
2578,0
2579,0
2581,0
2582,1
2584,0
2586,1
2587,0
2588,0
259,1
2590,0
2593,1
2598,1
2601,0
2602,0
2605,0
2606,1
2607,1
2608,1
261,1
2611,1
2612,0
2613,1
2615,1
2617,1
2619,1
262,0
2622,0
2623,0
2627,0
2629,1
263,0
2630,1
2636,0
2637,0
2639,0
264,1
2641,1
2642,0
2645,0
2646,0
265,0
2650,1
2652,1
2654,1
2656,1
2657,0
2662,0
2663,1
2665,1
2667,0
2668,0
267,0
2670,0
2671,1
2672,1
2673,0
2674,1
2675,0
2676,1
2678,0
2679,0
2681,1
2683,1
2684,0
2686,0
2687,0
2691,1
2692,0
2693,1
2694,1
2695,0
2696,0
2699,1
2700,1
2701,1
2702,1
2703,0
2704,0
2711,1
2712,0
2713,1
2715,1
2719,0
272,1
2720,0
2724,0
2727,0
2728,1
2729,1
273,1
2730,1
2732,1
2734,1
2736,1
2737,1
2739,1
2741,0
2742,0
2743,0
2745,0
2746,0
2749,0
2751,1
2754,0
2755,1
2759,1
2762,0
2763,0
2765,0
2766,1
2767,0
2768,0
2771,0
2772,0
2778,1
278,1
2781,1
2782,1
2784,1
2785,0
2786,0
2787,1
2789,1
2791,0
2792,0
2796,0
2798,1
28,1
2800,0
2801,0
2806,0
2807,1
2809,1
2810,1
2811,0
2812,0
2813,1
2816,1
2818,1
2819,0
282,1
2822,0
2824,0
2825,0
2826,0
2827,1
2832,1
2833,0
2839,0
2840,0
2841,1
2843,0
2845,1
2846,1
2847,1
2853,1
2857,1
2858,0
2859,0
286,1
2863,0
2865,0
2867,1
2875,0
2876,1
2877,1
2879,1
288,1
2881,1
2882,0
2883,0
2884,0
2885,1
2888,1
2889,0
289,0
2895,1
2898,0
2899,1
29,1
2901,1
2902,1
2903,1
2904,0
2905,1
2907,1
2909,1
2911,1
2912,0
2914,0
2915,1
2916,0
2917,0
2919,1
2924,0
2925,0
2926,0
2928,0
293,1
2933,0
2936,0
2937,1
2939,0
2941,1
2943,1
2944,0
2947,1
2949,0
295,0
2950,0
2951,0
2953,0
2956,1
2958,0
2966,1
297,0
2972,0
2973,0
2974,1
2975,0
2976,0
298,1
2981,0
2982,1
2983,1
2985,1
2988,0
2991,1
2993,1
2994,0
2995,0
2996,1
2997,0
300,1
3000,1
3001,0
3003,1
3004,0
3005,1
3006,1
3007,0
3008,1
3014,1
3015,1
3017,1
3018,0
302,0
3020,1
3021,1
3023,0
3024,0
303,1
3032,1
3033,1
3040,0
3041,1
3043,1
3046,0
3047,1
3048,1
3052,1
3056,1
3057,1
3058,0
306,1
3060,0
3062,1
3063,1
3064,0
3065,0
3066,1
3068,1
3069,1
3070,0
3072,0
3073,0
3074,0
3076,1
3077,0
308,1
3080,0
3082,0
3083,0
3084,1
3085,1
3086,0
3087,0
3090,1
3092,0
310,0
3100,0
3103,1
3105,1
3106,1
3107,0
3108,1
311,0
3112,1
3115,1
3116,0
3119,1
312,0
3120,1
3122,0
3123,1
3124,0
313,1
3133,1
3134,1
3136,0
3137,0
314,1
3144,1
3145,1
3147,0
3149,0
3150,1
3151,0
3153,1
3154,0
3155,1
3158,0
3160,0
3161,1
3165,0
3167,0
3168,0
3169,1
3171,1
3174,0
3175,0
3176,1
3177,1
3181,1
3183,0
3185,0
3187,1
3189,0
3190,0
3192,1
3194,0
3197,0
3198,0
3199,1
32,0
3200,0
3202,0
3205,0
3206,0
3207,0
3208,0
3209,1
3212,0
3216,0
3220,0
3224,1
3225,1
3227,1
3229,0
3232,0
3234,1
3238,0
324,1
3240,0
3245,1
3246,0
3247,1
3248,1
3249,1
325,0
3250,1
3251,0
3252,0
3253,1
3254,1
3255,0
3258,0
3259,0
326,0
3261,1
3264,1
3266,1
3267,1
3268,1
327,1
3271,1
3272,1
3275,1
3276,0
3277,1
3278,1
3280,1
3281,0
3282,0
3285,1
3286,0
3289,1
329,1
3290,1
3292,1
3295,0
3297,0
3299,1
33,1
330,1
3302,1
3305,0
3307,0
3308,1
3309,0
3316,0
3319,1
3320,1
3323,1
3324,1
3325,0
333,1
3331,1
3332,1
3333,1
3334,0
3336,1
3337,0
3338,1
3339,0
3340,1
3341,1
3342,0
3344,1
3345,0
3346,1
3347,0
3350,1
3352,0
3353,1
3355,1
3356,1
3357,1
3358,0
3359,0
3364,1
3366,1
3367,1
337,0
3370,0
3372,0
3375,0
3377,1
338,1
3380,0
3381,1
3386,1
3389,1
3392,1
3393,0
3394,0
3395,0
3399,1
34,0
3403,0
3407,0
3408,1
3409,0
341,0
3412,1
3413,0
3415,1
3416,0
3417,1
3418,0
3419,1
342,1
3420,0
3421,0
3422,0
3424,1
3428,0
3430,1
3434,0
3435,1
3437,1
3438,1
3441,0
3444,0
3445,1
3447,0
345,0
3450,0
3454,0
3455,1
3458,1
3462,0
3466,0
3467,0
3468,0
3470,0
3476,1
3479,1
3480,1
3482,0
3484,1
3487,1
3488,1
349,1
3490,0
3491,1
3496,0
3499,1
35,1
350,1
3500,1
3501,0
3502,1
3504,0
3506,0
3509,1
3511,0
3515,1
3518,1
3519,0
352,0
3520,1
3521,1
3527,0
3529,1
353,1
3530,0
3531,0
3532,1
3533,1
3535,0
3536,1
3538,1
3541,1
3542,1
3543,0
3544,0
3547,0
3548,0
355,1
3551,1
3554,1
3555,1
3556,1
3558,0
3559,1
3564,1
3565,0
3567,1
357,0
3570,0
3571,1
3572,1
3576,0
3579,0
3580,1
3582,1
3583,0
3587,1
3591,1
3593,1
3595,0
3596,0
3597,0
3599,1
360,1
3602,0
3603,1
3606,0
3607,1
3608,1
3612,0
3615,1
3619,0
3620,0
3621,0
3624,0
3625,0
3626,1
3628,1
363,1
3633,1
3634,0
3636,0
3637,0
364,0
3641,0
3643,1
3644,0
3645,0
3648,0
3649,1
3650,1
3651,1
3652,1
3653,0
3654,0
3655,0
3657,0
366,1
3661,0
3662,1
3663,0
3664,0
3666,0
3667,1
3669,1
3670,1
3672,1
3673,1
3676,0
3678,0
3679,0
3680,1
3681,1
3682,0
3684,1
3688,0
369,0
3691,1
3692,0
3696,1
3698,0
3699,0
37,1
370,1
3701,0
3704,1
3705,1
371,0
3710,1
3713,0
3714,1
3715,1
3716,0
3718,0
3719,1
372,1
3720,1
3722,0
3723,1
3725,0
3726,1
3729,1
373,0
3730,1
3731,1
3732,1
3734,1
3736,0
3738,0
3739,0
3742,1
3746,1
3747,1
3752,1
3755,0
3756,1
3757,0
3758,0
376,1
3761,1
3762,0
3764,0
3769,1
377,1
3771,0
3776,1
3778,1
3779,1
3780,1
3782,1
3784,0
3785,1
3788,1
3789,0
3790,1
